['698', '849', '31', '43', '49']
['936', '350', '97', '712', '558']
['111', '129', '967', '732', '427']
['490', '948', '457', '71', '710']
['158', '800', '766', '539', '757']
['396', '622', '811', '679', '689']
['798', '135', '298', '869', '289']
['720', '247', '529', '70', '76']
['147', '805', '769', '982', '994']
['804', '344', '191', '889', '482']
['926', '329', '586', '155', '472']
['117', '187', '615', '644', '178']
['918', '270', '685', '623', '459']
['90', '912', '383', '634', '665']
['580', '908', '955', '253', '891']
['37', '282', '727', '379', '831']
['578', '717', '675', '74', '434']
['405', '571', '15', '523', '334']
['892', '938', '583', '238', '65']
['881', '219', '351', '983', '241']
['791', '20', '904', '666', '670']
['886', '719', '917', '167', '16']
['525', '29', '170', '306', '443']
['961', '268', '349', '696', '481']
['534', '479', '998', '132', '452']
['816', '294', '322', '863', '359']
['220', '285', '705', '51', '460']
['653', '57', '34', '260', '207']
['604', '62', '88', '931', '140']
['205', '743', '521', '428', '213']
['959', '648', '280', '654', '993']
['54', '788', '577', '611', '193']
['461', '824', '687', '731', '914']
['394', '592', '990', '96', '1']
['761', '189', '353', '692', '462']
['740', '813', '433', '858', '478']
['868', '880', '397', '588', '190']
['737', '211', '638', '215', '347']
['501', '518', '79', '229', '839']
['552', '6', '668', '201', '357']
['263', '325', '235', '691', '662']
['276', '106', '987', '252', '328']
['80', '510', '795', '656', '956']
['370', '69', '975', '224', '362']
['156', '920', '830', '739', '974']
['489', '807', '944', '533', '228']
['160', '487', '515', '639', '873']
['686', '239', '606', '380', '60']
['78', '475', '582', '879', '718']
['995', '661', '52', '272', '768']
['256', '906', '600', '296', '676']
['311', '657', '261', '866', '608']
['150', '236', '254', '340', '169']
['30', '283', '355', '309', '246']
['812', '331', '505', '506', '122']
['749', '363', '531', '44', '192']
['402', '27', '599', '104', '784']
['621', '385', '825', '130', '627']
['932', '87', '776', '112', '883']
['999', '911', '39', '700', '372']
['2', '695', '202', '589', '744']
['508', '409', '874', '424', '42']
['958', '895', '442', '47', '40']
['0', '444', '681', '903', '26']
['365', '262', '756', '733', '173']
['398', '699', '922', '764', '979']
['613', '301', '172', '579', '619']
['491', '736', '963', '649', '970']
['590', '844', '286', '467', '63']
['572', '335', '789', '255', '893']
['125', '601', '669', '713', '157']
['542', '929', '672', '674', '677']
['356', '785', '13', '946', '214']
['367', '605', '225', '143', '758']
['927', '92', '511', '834', '371']
['930', '390', '746', '5', '647']
['651', '414', '693', '568', '291']
['277', '176', '667', '735', '46']
['186', '218', '837', '852', '977']
['194', '257', '464', '721', '469']
['450', '480', '614', '423', '382']
['492', '317', '985', '109', '576']
['750', '953', '581', '61', '411']
['787', '374', '35', '137', '473']
['845', '360', '703', '341', '855']
['146', '597', '500', '742', '348']
['536', '381', '345', '259', '728']
['566', '810', '417', '846', '809']
['709', '466', '342', '646', '504']
['267', '898', '716', '925', '725']
['659', '861', '368', '616', '878']
['300', '560', '53', '295', '722']
['332', '326', '17', '567', '996']
['565', '806', '231', '822', '782']
['624', '319', '388', '872', '274']
['496', '389', '198', '404', '227']
['175', '100', '123', '316', '704']
['266', '108', '343', '416', '8']
['200', '103', '24', '876', '493']
['683', '264', '636', '77', '754']
['179', '779', '275', '802', '734']
['14', '517', '50', '115', '245']
['488', '244', '790', '660', '943']
['126', '823', '591', '177', '867']
['438', '554', '934', '91', '269']
['877', '66', '724', '848', '540']
['856', '113', '684', '474', '339']
['783', '850', '594', '232', '545']
['419', '124', '962', '548', '945']
['741', '637', '369', '271', '315']
['206', '890', '243', '707', '755']
['182', '969', '134', '393', '803']
